ticker    ,sector                ,region                     ,current_ratio_score,quick_ratio_score,cash_ratio_score,debt_equity_score  ,debt_assets_score   ,interest_coverage_score,leverage_liquidity_score,leverage_grade
MPLX      ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,48.998334522959794 ,28.567620164751673  ,0.0                    ,35.5                    ,D
EOG       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,93.42214348176667  ,84.65646590090282   ,0.0                    ,55.6                    ,C
IDXX      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,79.37809370383604  ,62.541066483676644  ,0.0                    ,48.4                    ,D
VST       ,Utilities             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,42.37159120995499   ,0.0                    ,28.5                    ,F
ADSK      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,67.45516978252574  ,70.47216837441152   ,50.0                   ,57.6                    ,C
FTNT      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,76.04766367652965  ,86.25692659093936   ,0.0                    ,52.5                    ,C
VLO       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,86.02279471433935  ,76.01549640024608   ,0.0                    ,52.4                    ,C
PSX       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,74.91831500544566  ,63.11585517070348   ,0.0                    ,47.6                    ,D
TRI       ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,91.40152146149147  ,79.0028204154689    ,0.0                    ,54.1                    ,C
ZTS       ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,52.27812718378757  ,40.041792512467524  ,0.0                    ,38.5                    ,D
TRP       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,47.84845587617076  ,36.554389299402914  ,0.0                    ,36.9                    ,D
F         ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,29.494978891709568  ,0.0                    ,25.9                    ,F
MSTR      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,86.72797958820215  ,64.89249406721717   ,0.0                    ,50.3                    ,C
CMG       ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,58.59610728891687  ,38.33608383843762   ,0.0                    ,39.4                    ,D
L         ,Consumer Staples      ,United States and Canada   ,50.0               ,50.0             ,50.0            ,43.23920477642601  ,41.34050482070517   ,0.0                    ,36.9                    ,D
MPC       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,60.883049049212445 ,54.41489766415582   ,0.0                    ,43.1                    ,D
D         ,Utilities             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,52.48962197491609  ,47.47717619489333   ,0.0                    ,40.0                    ,D
RKLB      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,58.61245478711814  ,49.88136852593005   ,100.0                  ,61.7                    ,C
BIDU      ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,90.67693390446367  ,76.82103032639043   ,0.0                    ,53.5                    ,C
BKR       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,86.91292875989446  ,78.1821025467247    ,0.0                    ,53.0                    ,C
EA        ,Communication Services,United States and Canada   ,50.0               ,50.0             ,50.0            ,88.42259108466438  ,77.58327943078913   ,0.0                    ,53.2                    ,C
GWW       ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,71.34755603564678  ,54.935440027183155  ,0.0                    ,45.3                    ,D
CCO       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,93.2121466769676   ,83.64786559704655   ,0.0                    ,55.4                    ,C
AXON      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,89.52982823951952  ,79.5755030069794    ,0.26769779892920886    ,53.9                    ,C
CAH       ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,100.0              ,77.90934076277249   ,0.0                    ,55.6                    ,C
CRWV      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,25.555723786772532  ,0.0                    ,25.1                    ,F
NUVL      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,100.0              ,100.0               ,50.0                   ,70.0                    ,B
NXFIL     ,Industrials           ,Europe                     ,50.0               ,50.0             ,50.0            ,93.01181883080828  ,79.59640563241106   ,100.0                  ,74.5                    ,B
TGT       ,Consumer Staples      ,United States and Canada   ,50.0               ,50.0             ,50.0            ,54.82749215873448  ,56.99466842077931   ,0.0                    ,42.4                    ,D
LLYVK     ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,100.0              ,0.0                 ,2.7239506172839505     ,40.5                    ,D
FAST      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,95.52581367696264  ,87.08492975734356   ,0.0                    ,56.5                    ,C
AU        ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,91.5697560593602   ,79.54510906741659   ,0.0                    ,54.2                    ,C
AME       ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,91.97515009027856  ,80.14111311672272   ,0.0                    ,54.4                    ,C
MPWR      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,99.83268537326843  ,99.45432805286003   ,50.0                   ,69.9                    ,B
WDAY      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,87.59501143827025  ,76.62290704789453   ,0.0                    ,52.8                    ,C
ATD       ,Consumer Staples      ,United States and Canada   ,50.0               ,50.0             ,50.0            ,68.88111502013035  ,54.014683344690475  ,0.0                    ,44.6                    ,D
