ticker    ,name                                                            ,sector                ,industry                                             ,country,exchange,dividend_cut_probability,fcf_dividend_coverage,payout_ratio          ,dividend_streak,dividend_consistency,yield_vs_5y_avg      ,sustainable_flag,safety_score      ,risk_category
600038    ,Avicopter Plc                                                   ,Industrials           ,Aerospace and Defense                                ,CN     ,SHSE    ,0.24000000000000002     ,16.398494218876042   ,                      ,3              ,0.3                 ,0.9318181818181818   ,0               ,76.0              ,Monitor
BLTE      ,Belite Bio Inc                                                  ,Health Care           ,Pharmaceuticals                                      ,US     ,NasdaqCM,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
SMTC      ,Semtech Corporation                                             ,Information Technology,Semiconductors and Semiconductor Equipment           ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,1              ,0.1                 ,                     ,0               ,63.0              ,Borderline
LEN       ,Lennar Corporation                                              ,Consumer Discretionary,Household Durables                                   ,US     ,NYSE    ,0.82                    ,0.05409244471744472  ,0.24854961832061068   ,1              ,0.1                 ,1.2985074626865671   ,0               ,18.000000000000004,At Risk
JOYY      ,JOYY Inc.                                                       ,Communication Services,Interactive Media and Services                       ,SG     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
FIZZ      ,National Beverage Corp.                                         ,Consumer Staples      ,Beverages                                            ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
ARIS      ,Aris Mining Corporation                                         ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,0.37                    ,                     ,                      ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
PACS      ,PACS Group Inc.                                                 ,Health Care           ,Health Care Providers and Services                   ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
RLX       ,RLX Technology Inc.                                             ,Consumer Staples      ,Tobacco                                              ,CN     ,NYSE    ,0.33999999999999997     ,14.420673076923077   ,0.08315010993403958   ,1              ,0.1                 ,0.9361702127659575   ,0               ,66.0              ,Monitor
PBH       ,Premium Brands Holdings Corporation                             ,Consumer Staples      ,Food Products                                        ,CA     ,TSX     ,0.82                    ,-1.1470399853600513  ,0.7879596250901225    ,1              ,0.1                 ,0.9254237288135593   ,0               ,18.000000000000004,At Risk
BKE       ,The Buckle Inc.                                                 ,Consumer Discretionary,Specialty Retail                                     ,US     ,NYSE    ,0.49                    ,8.70995145631068     ,0.11994177583697234   ,1              ,0.1                 ,0.21247113163972287  ,0               ,51.0              ,Borderline
DOCU      ,DocuSign Inc.                                                   ,Information Technology,Software                                             ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
